# This is just a completely made-up phase diagram...
#  T(K)        P(GPa)                   PhaseName             G(eV/atom)
2270.00         67.00                      phase3         -6.95371600
2270.00         68.00                      phase3         -6.92075700
2270.00         69.00                      phase3         -6.88785400
2270.00         70.00                      phase3         -6.85500800
2270.00         71.00                      phase3         -6.82221900
2270.00         72.00                      phase3         -6.78948600
2270.00         73.00                      phase3         -6.75680800
2270.00         74.00                      phase3         -6.72418600
2270.00         75.00                      phase3         -6.69161900
2270.00         76.00                      phase3         -6.65910500
2270.00         77.00                      phase3         -6.62664600
2270.00         78.00                      phase3         -6.59424100
2270.00         79.00                      phase3         -6.56188800
2270.00         80.00                      phase3         -6.52958800
2270.00         81.00                      phase3         -6.49734100
2270.00         82.00                      phase3         -6.46514500
2270.00         83.00                      phase3         -6.43300200
2270.00         84.00                      phase3         -6.40090900
2270.00         85.00                      phase3         -6.36886700
2270.00         86.00                      phase3         -6.33687700
2270.00         87.00                      phase3         -6.30493600
2270.00         88.00                      phase3         -6.27304500
2270.00         89.00                      phase3         -6.24120400
2270.00         90.00                      phase3         -6.20941200
2270.00         91.00                      phase3         -6.17766800
2270.00         92.00                      phase3         -6.14597300
2270.00         93.00                      phase3         -6.11432700
2270.00         94.00                      phase3         -6.08272800
2270.00         95.00                      phase3         -6.05117700
2270.00         96.00                      phase3         -6.01967300
2270.00         97.00                      phase3         -5.98821600
2270.00         98.00                      phase3         -5.95680500
2270.00         99.00                      phase3         -5.92544100
2270.00        100.00                      phase3         -5.89412300
2280.00          0.00                      phase3         -9.33142300
2280.00          1.00                      phase3         -9.29284200
2280.00          2.00                      phase3         -9.25439000
2280.00          3.00                      phase3         -9.21606600
2280.00          4.00                      phase3         -9.17786600
2280.00          5.00                      phase3         -9.13978800
2280.00          6.00                      phase3         -9.10183000
2280.00          7.00                      phase3         -9.06399000
2280.00          8.00                      phase3         -9.02626500
2280.00          9.00                      phase3         -8.98865400
2280.00         10.00                      phase3         -8.95115400
2280.00         11.00                      phase3         -8.91376400
2280.00         12.00                      phase3         -8.87648200
2280.00         13.00                      phase3         -8.83930800
2280.00         14.00                      phase3         -8.80223700
2280.00         15.00                      phase3         -8.76526900
2280.00         16.00                      phase3         -8.72840300
2280.00         17.00                      phase3         -8.69163600
2280.00         18.00                      phase3         -8.65496800
2280.00         19.00                      phase3         -8.61839700
2280.00         20.00                      phase3         -8.58192200
2280.00         21.00                      phase3         -8.54554100
2280.00         22.00                      phase3         -8.50925200
2280.00         23.00                      phase3         -8.47305600
2280.00         24.00                      phase3         -8.43695100
2280.00         25.00                      phase3         -8.40093500
2280.00         26.00                      phase3         -8.36500700
2280.00         27.00                      phase3         -8.32916600
2280.00         28.00                      phase3         -8.29341200
2280.00         29.00                      phase3         -8.25774200
2280.00         30.00                      phase3         -8.22215600
2280.00         31.00                      phase3         -8.18665400
2280.00         32.00                      phase3         -8.15123300
2280.00         33.00                      phase3         -8.11589300
2280.00         34.00                      phase3         -8.08063400
2280.00         35.00                      phase3         -8.04545300
2280.00         36.00                      phase3         -8.01035100
2280.00         37.00                      phase3         -7.97532700
2280.00         38.00                      phase3         -7.94037900
2280.00         39.00                      phase3         -7.90550700
2280.00         40.00                      phase3         -7.87071000
2280.00         41.00                      phase3         -7.83598700
2280.00         42.00                      phase3         -7.80133700
2280.00         43.00                      phase3         -7.76676100
2280.00         44.00                      phase3         -7.73225600
2280.00         45.00                      phase3         -7.69782200
2280.00         46.00                      phase3         -7.66345900
2280.00         47.00                      phase3         -7.62916500
2280.00         48.00                      phase3         -7.59494000
2280.00         49.00                      phase3         -7.56078400
2280.00         50.00                      phase3         -7.52669600
2280.00         51.00                      phase3         -7.49267600
2280.00         52.00                      phase3         -7.45872100
2280.00         53.00                      phase3         -7.42483300
2280.00         54.00                      phase3         -7.39100900
2280.00         55.00                      phase3         -7.35725100
2280.00         56.00                      phase3         -7.32355700
2280.00         57.00                      phase3         -7.28992600
2280.00         58.00                      phase3         -7.25635800
2280.00         59.00                      phase3         -7.22285300
2280.00         60.00                      phase3         -7.18940900
2280.00         61.00                      phase3         -7.15602700
2280.00         62.00                      phase3         -7.12270600
2280.00         63.00                      phase3         -7.08944500
2280.00         64.00                      phase3         -7.05624400
2280.00         65.00                      phase3         -7.02310200
2280.00         66.00                      phase3         -6.99001900
2280.00         67.00                      phase3         -6.95699400
2280.00         68.00                      phase3         -6.92402900
2280.00         69.00                      phase3         -6.89112000
2280.00         70.00                      phase3         -6.85826800
2280.00         71.00                      phase3         -6.82547200
2280.00         72.00                      phase3         -6.79273300
2280.00         73.00                      phase3         -6.76004900
2280.00         74.00                      phase3         -6.72742100
2280.00         75.00                      phase3         -6.69484700
2280.00         76.00                      phase3         -6.66232800
2280.00         77.00                      phase3         -6.62986200
2280.00         78.00                      phase3         -6.59745100
2280.00         79.00                      phase3         -6.56509200
2280.00         80.00                      phase3         -6.53278700
2280.00         81.00                      phase3         -6.50053400
2280.00         82.00                      phase3         -6.46833200
2280.00         83.00                      phase3         -6.43618300
2280.00         84.00                      phase3         -6.40408500
2280.00         85.00                      phase3         -6.37203700
2280.00         86.00                      phase3         -6.34004100
2280.00         87.00                      phase3         -6.30809500
2280.00         88.00                      phase3         -6.27619800
2280.00         89.00                      phase3         -6.24435200
2280.00         90.00                      phase3         -6.21255400
2280.00         91.00                      phase3         -6.18080500
2280.00         92.00                      phase3         -6.14910500
2280.00         93.00                      phase3         -6.11745300
2280.00         94.00                      phase3         -6.08584900
2280.00         95.00                      phase3         -6.05429200
2280.00         96.00                      phase3         -6.02278300
2280.00         97.00                      phase3         -5.99132100
2280.00         98.00                      phase3         -5.95990500
2280.00         99.00                      phase3         -5.92853600
2280.00        100.00                      phase3         -5.89721300
2290.00          0.00                      phase3         -9.33537700
2290.00          1.00                      phase3         -9.29677900
2290.00          2.00                      phase3         -9.25831100
2290.00          3.00                      phase3         -9.21997200
2290.00          4.00                      phase3         -9.18175700
2290.00          5.00                      phase3         -9.14366400
2290.00          6.00                      phase3         -9.10569100
2290.00          7.00                      phase3         -9.06783700
2290.00          8.00                      phase3         -9.03009800
2290.00          9.00                      phase3         -8.99247300
2290.00         10.00                      phase3         -8.95496100
2290.00         11.00                      phase3         -8.91755700
2290.00         12.00                      phase3         -8.88026200
2290.00         13.00                      phase3         -8.84307500
2290.00         14.00                      phase3         -8.80599200
2290.00         15.00                      phase3         -8.76901200
2290.00         16.00                      phase3         -8.73213300
2290.00         17.00                      phase3         -8.69535500
2290.00         18.00                      phase3         -8.65867500
2290.00         19.00                      phase3         -8.62209300
2290.00         20.00                      phase3         -8.58560600
2290.00         21.00                      phase3         -8.54921400
2290.00         22.00                      phase3         -8.51291500
2290.00         23.00                      phase3         -8.47670700
2290.00         24.00                      phase3         -8.44059200
2290.00         25.00                      phase3         -8.40456600
2290.00         26.00                      phase3         -8.36862700
2290.00         27.00                      phase3         -8.33277700
2290.00         28.00                      phase3         -8.29701200
2290.00         29.00                      phase3         -8.26133300
2290.00         30.00                      phase3         -8.22573700
2290.00         31.00                      phase3         -8.19022500
2290.00         32.00                      phase3         -8.15479500
2290.00         33.00                      phase3         -8.11944600
2290.00         34.00                      phase3         -8.08417700
2290.00         35.00                      phase3         -8.04898700
2290.00         36.00                      phase3         -8.01387600
2290.00         37.00                      phase3         -7.97884300
2290.00         38.00                      phase3         -7.94388700
2290.00         39.00                      phase3         -7.90900600
2290.00         40.00                      phase3         -7.87420000
2290.00         41.00                      phase3         -7.83946900
2290.00         42.00                      phase3         -7.80481100
2290.00         43.00                      phase3         -7.77022600
2290.00         44.00                      phase3         -7.73571200
2290.00         45.00                      phase3         -7.70127100
2290.00         46.00                      phase3         -7.66689900
2290.00         47.00                      phase3         -7.63259800
2290.00         48.00                      phase3         -7.59836600
2290.00         49.00                      phase3         -7.56420200
2290.00         50.00                      phase3         -7.53010600
2290.00         51.00                      phase3         -7.49607800
2290.00         52.00                      phase3         -7.46211600
2290.00         53.00                      phase3         -7.42822000
2290.00         54.00                      phase3         -7.39438900
2290.00         55.00                      phase3         -7.36062300
2290.00         56.00                      phase3         -7.32692200
2290.00         57.00                      phase3         -7.29328400
2290.00         58.00                      phase3         -7.25970900
2290.00         59.00                      phase3         -7.22619600
2290.00         60.00                      phase3         -7.19274600
2290.00         61.00                      phase3         -7.15935700
2290.00         62.00                      phase3         -7.12602900
2290.00         63.00                      phase3         -7.09276100
2290.00         64.00                      phase3         -7.05955400
2290.00         65.00                      phase3         -7.02640500
2290.00         66.00                      phase3         -6.99331600
2290.00         67.00                      phase3         -6.96028400
2290.00         68.00                      phase3         -6.92731200
2290.00         69.00                      phase3         -6.89439700
2290.00         70.00                      phase3         -6.86153800
2290.00         71.00                      phase3         -6.82873700
2290.00         72.00                      phase3         -6.79599100
2290.00         73.00                      phase3         -6.76330100
2290.00         74.00                      phase3         -6.73066600
2290.00         75.00                      phase3         -6.69808700
2290.00         76.00                      phase3         -6.66556100
2290.00         77.00                      phase3         -6.63309000
2290.00         78.00                      phase3         -6.60067200
2290.00         79.00                      phase3         -6.56830800
2290.00         80.00                      phase3         -6.53599700
2290.00         81.00                      phase3         -6.50373800
2290.00         82.00                      phase3         -6.47153100
2290.00         83.00                      phase3         -6.43937500
2290.00         84.00                      phase3         -6.40727100
2290.00         85.00                      phase3         -6.37521800
2290.00         86.00                      phase3         -6.34321700
2290.00         87.00                      phase3         -6.31126500
2290.00         88.00                      phase3         -6.27936300
2290.00         89.00                      phase3         -6.24751100
2290.00         90.00                      phase3         -6.21570700
2290.00         91.00                      phase3         -6.18395300
2290.00         92.00                      phase3         -6.15224800
2290.00         93.00                      phase3         -6.12059000
2290.00         94.00                      phase3         -6.08898100
2290.00         95.00                      phase3         -6.05741900
2290.00         96.00                      phase3         -6.02590500
2290.00         97.00                      phase3         -5.99443700
2290.00         98.00                      phase3         -5.96301600
2290.00         99.00                      phase3         -5.93164200
2290.00        100.00                      phase3         -5.90031400
2300.00          0.00                      phase3         -9.33934400
2300.00          1.00                      phase3         -9.30073000
2300.00          2.00                      phase3         -9.26224600
2300.00          3.00                      phase3         -9.22389100
2300.00          4.00                      phase3         -9.18566000
2300.00          5.00                      phase3         -9.14755300
2300.00          6.00                      phase3         -9.10956500
2300.00          7.00                      phase3         -9.07169700
2300.00          8.00                      phase3         -9.03394400
2300.00          9.00                      phase3         -8.99630500
2300.00         10.00                      phase3         -8.95877900
2300.00         11.00                      phase3         -8.92136300
2300.00         12.00                      phase3         -8.88405500
2300.00         13.00                      phase3         -8.84685500
2300.00         14.00                      phase3         -8.80975900
2300.00         15.00                      phase3         -8.77276700
2300.00         16.00                      phase3         -8.73587600
2300.00         17.00                      phase3         -8.69908600
2300.00         18.00                      phase3         -8.66239400
2300.00         19.00                      phase3         -8.62580100
2300.00         20.00                      phase3         -8.58930300
2300.00         21.00                      phase3         -8.55289900
2300.00         22.00                      phase3         -8.51658900
2300.00         23.00                      phase3         -8.48037100
2300.00         24.00                      phase3         -8.44424500
2300.00         25.00                      phase3         -8.40820800
2300.00         26.00                      phase3         -8.37226000
2300.00         27.00                      phase3         -8.33639900
2300.00         28.00                      phase3         -8.30062400
2300.00         29.00                      phase3         -8.26493500
2300.00         30.00                      phase3         -8.22933000
2300.00         31.00                      phase3         -8.19380800
2300.00         32.00                      phase3         -8.15836800
2300.00         33.00                      phase3         -8.12301000
2300.00         34.00                      phase3         -8.08773200
2300.00         35.00                      phase3         -8.05253300
2300.00         36.00                      phase3         -8.01741300
2300.00         37.00                      phase3         -7.98237100
2300.00         38.00                      phase3         -7.94740600
2300.00         39.00                      phase3         -7.91251600
2300.00         40.00                      phase3         -7.87770200
2300.00         41.00                      phase3         -7.84296200
2300.00         42.00                      phase3         -7.80829600
2300.00         43.00                      phase3         -7.77370200
2300.00         44.00                      phase3         -7.73918100
2300.00         45.00                      phase3         -7.70473100
2300.00         46.00                      phase3         -7.67035200
2300.00         47.00                      phase3         -7.63604200
2300.00         48.00                      phase3         -7.60180200
2300.00         49.00                      phase3         -7.56763100
2300.00         50.00                      phase3         -7.53352700
2300.00         51.00                      phase3         -7.49949100
2300.00         52.00                      phase3         -7.46552200
2300.00         53.00                      phase3         -7.43161800
2300.00         54.00                      phase3         -7.39778000
2300.00         55.00                      phase3         -7.36400700
2300.00         56.00                      phase3         -7.33029800
2300.00         57.00                      phase3         -7.29665300
2300.00         58.00                      phase3         -7.26307100
2300.00         59.00                      phase3         -7.22955200
2300.00         60.00                      phase3         -7.19609400
2300.00         61.00                      phase3         -7.16269900
2300.00         62.00                      phase3         -7.12936400
2300.00         63.00                      phase3         -7.09608900
2300.00         64.00                      phase3         -7.06287500
2300.00         65.00                      phase3         -7.02972000
2300.00         66.00                      phase3         -6.99662400
2300.00         67.00                      phase3         -6.96358600
2300.00         68.00                      phase3         -6.93060700
2300.00         69.00                      phase3         -6.89768500
2300.00         70.00                      phase3         -6.86482000
2300.00         71.00                      phase3         -6.83201200
2300.00         72.00                      phase3         -6.79926000
2300.00         73.00                      phase3         -6.76656400
2300.00         74.00                      phase3         -6.73392300
2300.00         75.00                      phase3         -6.70133800
2300.00         76.00                      phase3         -6.66880600
2300.00         77.00                      phase3         -6.63632900
2300.00         78.00                      phase3         -6.60390500
2300.00         79.00                      phase3         -6.57153500
2300.00         80.00                      phase3         -6.53921800
2300.00         81.00                      phase3         -6.50695300
2300.00         82.00                      phase3         -6.47474000
2300.00         83.00                      phase3         -6.44257900
2300.00         84.00                      phase3         -6.41046900
2300.00         85.00                      phase3         -6.37841100
2300.00         86.00                      phase3         -6.34640400
2300.00         87.00                      phase3         -6.31444600
2300.00         88.00                      phase3         -6.28253900
2300.00         89.00                      phase3         -6.25068100
2300.00         90.00                      phase3         -6.21887200
2300.00         91.00                      phase3         -6.18711200
2300.00         92.00                      phase3         -6.15540100
2300.00         93.00                      phase3         -6.12373900
2300.00         94.00                      phase3         -6.09212400
2300.00         95.00                      phase3         -6.06055700
2300.00         96.00                      phase3         -6.02903700
2300.00         97.00                      phase3         -5.99756500
2300.00         98.00                      phase3         -5.96613900
2300.00         99.00                      phase3         -5.93475900
2300.00        100.00                      phase3         -5.90342600
2310.00          0.00                      phase3         -9.34332300
2310.00          1.00                      phase3         -9.30469300
2310.00          2.00                      phase3         -9.26619300
2310.00          3.00                      phase3         -9.22782200
2310.00          4.00                      phase3         -9.18957600
2310.00          5.00                      phase3         -9.15145400
2310.00          6.00                      phase3         -9.11345200
2310.00          7.00                      phase3         -9.07556900
2310.00          8.00                      phase3         -9.03780200
2310.00          9.00                      phase3         -9.00015000
2310.00         10.00                      phase3         -8.96261000
2310.00         11.00                      phase3         -8.92518000
2310.00         12.00                      phase3         -8.88785900
2310.00         13.00                      phase3         -8.85064700
2310.00         14.00                      phase3         -8.81353800
2310.00         15.00                      phase3         -8.77653400
2310.00         16.00                      phase3         -8.73963100
2310.00         17.00                      phase3         -8.70282900
2310.00         18.00                      phase3         -8.66612600
2310.00         19.00                      phase3         -8.62952100
2310.00         20.00                      phase3         -8.59301100
2310.00         21.00                      phase3         -8.55659700
2310.00         22.00                      phase3         -8.52027600
2310.00         23.00                      phase3         -8.48404700
2310.00         24.00                      phase3         -8.44791000
2310.00         25.00                      phase3         -8.41186300
2310.00         26.00                      phase3         -8.37590400
2310.00         27.00                      phase3         -8.34003300
2310.00         28.00                      phase3         -8.30424800
2310.00         29.00                      phase3         -8.26854900
2310.00         30.00                      phase3         -8.23293400
2310.00         31.00                      phase3         -8.19740300
2310.00         32.00                      phase3         -8.16195400
2310.00         33.00                      phase3         -8.12658600
2310.00         34.00                      phase3         -8.09129900
2310.00         35.00                      phase3         -8.05609100
2310.00         36.00                      phase3         -8.02096100
2310.00         37.00                      phase3         -7.98591100
2310.00         38.00                      phase3         -7.95093700
2310.00         39.00                      phase3         -7.91603800
2310.00         40.00                      phase3         -7.88121600
2310.00         41.00                      phase3         -7.84646700
2310.00         42.00                      phase3         -7.81179200
2310.00         43.00                      phase3         -7.77719100
2310.00         44.00                      phase3         -7.74266100
2310.00         45.00                      phase3         -7.70820300
2310.00         46.00                      phase3         -7.67381600
2310.00         47.00                      phase3         -7.63949800
2310.00         48.00                      phase3         -7.60525000
2310.00         49.00                      phase3         -7.57107100
2310.00         50.00                      phase3         -7.53695900
2310.00         51.00                      phase3         -7.50291600
2310.00         52.00                      phase3         -7.46893900
2310.00         53.00                      phase3         -7.43502800
2310.00         54.00                      phase3         -7.40118300
2310.00         55.00                      phase3         -7.36740300
2310.00         56.00                      phase3         -7.33368600
2310.00         57.00                      phase3         -7.30003400
2310.00         58.00                      phase3         -7.26644500
2310.00         59.00                      phase3         -7.23291900
2310.00         60.00                      phase3         -7.19945400
2310.00         61.00                      phase3         -7.16605100
2310.00         62.00                      phase3         -7.13271000
2310.00         63.00                      phase3         -7.09942900
2310.00         64.00                      phase3         -7.06620700
2310.00         65.00                      phase3         -7.03304600
2310.00         66.00                      phase3         -6.99994300
2310.00         67.00                      phase3         -6.96689800
2310.00         68.00                      phase3         -6.93391300
2310.00         69.00                      phase3         -6.90098500
2310.00         70.00                      phase3         -6.86811400
2310.00         71.00                      phase3         -6.83529900
2310.00         72.00                      phase3         -6.80254100
2310.00         73.00                      phase3         -6.76983900
2310.00         74.00                      phase3         -6.73719200
2310.00         75.00                      phase3         -6.70460000
2310.00         76.00                      phase3         -6.67206200
2310.00         77.00                      phase3         -6.63957900
2310.00         78.00                      phase3         -6.60715000
2310.00         79.00                      phase3         -6.57477300
2310.00         80.00                      phase3         -6.54245000
2310.00         81.00                      phase3         -6.51017900
2310.00         82.00                      phase3         -6.47796100
2310.00         83.00                      phase3         -6.44579400
2310.00         84.00                      phase3         -6.41367900
2310.00         85.00                      phase3         -6.38161400
2310.00         86.00                      phase3         -6.34960000
2310.00         87.00                      phase3         -6.31763800
2310.00         88.00                      phase3         -6.28572500
2310.00         89.00                      phase3         -6.25386200
2310.00         90.00                      phase3         -6.22204800
2310.00         91.00                      phase3         -6.19028300
2310.00         92.00                      phase3         -6.15856600
2310.00         93.00                      phase3         -6.12689800
2310.00         94.00                      phase3         -6.09527800
2310.00         95.00                      phase3         -6.06370600
2310.00         96.00                      phase3         -6.03218100
2310.00         97.00                      phase3         -6.00070300
2310.00         98.00                      phase3         -5.96927200
2310.00         99.00                      phase3         -5.93788700
2310.00        100.00                      phase3         -5.90654900
2320.00          0.00                      phase3         -9.34731600
2320.00          1.00                      phase3         -9.30866900
2320.00          2.00                      phase3         -9.27015300
2320.00          3.00                      phase3         -9.23176600
2320.00          4.00                      phase3         -9.19350500
2320.00          5.00                      phase3         -9.15536800
2320.00          6.00                      phase3         -9.11735100
2320.00          7.00                      phase3         -9.07945400
2320.00          8.00                      phase3         -9.04167300
2320.00          9.00                      phase3         -9.00400700
2320.00         10.00                      phase3         -8.96645300
2320.00         11.00                      phase3         -8.92901100
2320.00         12.00                      phase3         -8.89167700
2320.00         13.00                      phase3         -8.85445100
2320.00         14.00                      phase3         -8.81733000
2320.00         15.00                      phase3         -8.78031300
2320.00         16.00                      phase3         -8.74339800
2320.00         17.00                      phase3         -8.70658400
2320.00         18.00                      phase3         -8.66987000
2320.00         19.00                      phase3         -8.63325300
2320.00         20.00                      phase3         -8.59673200
2320.00         21.00                      phase3         -8.56030700
2320.00         22.00                      phase3         -8.52397500
2320.00         23.00                      phase3         -8.48773500
2320.00         24.00                      phase3         -8.45158800
2320.00         25.00                      phase3         -8.41553000
2320.00         26.00                      phase3         -8.37956100
2320.00         27.00                      phase3         -8.34367900
2320.00         28.00                      phase3         -8.30788500
2320.00         29.00                      phase3         -8.27217500
2320.00         30.00                      phase3         -8.23655100
2320.00         31.00                      phase3         -8.20101000
2320.00         32.00                      phase3         -8.16555100
2320.00         33.00                      phase3         -8.13017400
2320.00         34.00                      phase3         -8.09487700
2320.00         35.00                      phase3         -8.05966000
2320.00         36.00                      phase3         -8.02452200
2320.00         37.00                      phase3         -7.98946200
2320.00         38.00                      phase3         -7.95447900
2320.00         39.00                      phase3         -7.91957200
2320.00         40.00                      phase3         -7.88474100
2320.00         41.00                      phase3         -7.84998400
2320.00         42.00                      phase3         -7.81530100
2320.00         43.00                      phase3         -7.78069100
2320.00         44.00                      phase3         -7.74615300
2320.00         45.00                      phase3         -7.71168700
2320.00         46.00                      phase3         -7.67729100
2320.00         47.00                      phase3         -7.64296600
2320.00         48.00                      phase3         -7.60871000
2320.00         49.00                      phase3         -7.57452300
2320.00         50.00                      phase3         -7.54040400
2320.00         51.00                      phase3         -7.50635200
2320.00         52.00                      phase3         -7.47236800
2320.00         53.00                      phase3         -7.43845000
2320.00         54.00                      phase3         -7.40459700
2320.00         55.00                      phase3         -7.37080900
2320.00         56.00                      phase3         -7.33708600
2320.00         57.00                      phase3         -7.30342600
2320.00         58.00                      phase3         -7.26983000
2320.00         59.00                      phase3         -7.23629700
2320.00         60.00                      phase3         -7.20282500
2320.00         61.00                      phase3         -7.16941600
2320.00         62.00                      phase3         -7.13606700
2320.00         63.00                      phase3         -7.10277900
2320.00         64.00                      phase3         -7.06955100
2320.00         65.00                      phase3         -7.03638300
2320.00         66.00                      phase3         -7.00327300
2320.00         67.00                      phase3         -6.97022200
2320.00         68.00                      phase3         -6.93723100
2320.00         69.00                      phase3         -6.90429600
2320.00         70.00                      phase3         -6.87141800
2320.00         71.00                      phase3         -6.83859800
2320.00         72.00                      phase3         -6.80583300
2320.00         73.00                      phase3         -6.77312400
2320.00         74.00                      phase3         -6.74047100
2320.00         75.00                      phase3         -6.70787300
2320.00         76.00                      phase3         -6.67533000
2320.00         77.00                      phase3         -6.64284000
2320.00         78.00                      phase3         -6.61040500
2320.00         79.00                      phase3         -6.57802300
2320.00         80.00                      phase3         -6.54569400
2320.00         81.00                      phase3         -6.51341700
2320.00         82.00                      phase3         -6.48119300
2320.00         83.00                      phase3         -6.44902000
2320.00         84.00                      phase3         -6.41689900
2320.00         85.00                      phase3         -6.38482900
2320.00         86.00                      phase3         -6.35280900
2320.00         87.00                      phase3         -6.32084200
2320.00         88.00                      phase3         -6.28892300
2320.00         89.00                      phase3         -6.25705400
2320.00         90.00                      phase3         -6.22523500
2320.00         91.00                      phase3         -6.19346400
2320.00         92.00                      phase3         -6.16174200
2320.00         93.00                      phase3         -6.13006900
2320.00         94.00                      phase3         -6.09844400
2320.00         95.00                      phase3         -6.06686600
2320.00         96.00                      phase3         -6.03533600
2320.00         97.00                      phase3         -6.00385300
2320.00         98.00                      phase3         -5.97241600
2320.00         99.00                      phase3         -5.94102700
2320.00        100.00                      phase3         -5.90968300
2330.00          0.00                      phase3         -9.35132100
2330.00          1.00                      phase3         -9.31265800
2330.00          2.00                      phase3         -9.27412600
2330.00          3.00                      phase3         -9.23572200
2330.00          4.00                      phase3         -9.19744700
2330.00          5.00                      phase3         -9.15929400
2330.00          6.00                      phase3         -9.12126300
2330.00          7.00                      phase3         -9.08335100
2330.00          8.00                      phase3         -9.04555600
2330.00          9.00                      phase3         -9.00787600
2330.00         10.00                      phase3         -8.97030900
2330.00         11.00                      phase3         -8.93285300
2330.00         12.00                      phase3         -8.89550600
2330.00         13.00                      phase3         -8.85826700
2330.00         14.00                      phase3         -8.82113400
2330.00         15.00                      phase3         -8.78410500
2330.00         16.00                      phase3         -8.74717800
2330.00         17.00                      phase3         -8.71035200
2330.00         18.00                      phase3         -8.67362500
2330.00         19.00                      phase3         -8.63699700
2330.00         20.00                      phase3         -8.60046500
2330.00         21.00                      phase3         -8.56402800
2330.00         22.00                      phase3         -8.52768500
2330.00         23.00                      phase3         -8.49143500
2330.00         24.00                      phase3         -8.45527700
2330.00         25.00                      phase3         -8.41920800
2330.00         26.00                      phase3         -8.38322900
2330.00         27.00                      phase3         -8.34733700
2330.00         28.00                      phase3         -8.31153200
2330.00         29.00                      phase3         -8.27581300
2330.00         30.00                      phase3         -8.24017900
2330.00         31.00                      phase3         -8.20462800
2330.00         32.00                      phase3         -8.16916000
2330.00         33.00                      phase3         -8.13377300
2330.00         34.00                      phase3         -8.09846700
2330.00         35.00                      phase3         -8.06324100
2330.00         36.00                      phase3         -8.02809400
2330.00         37.00                      phase3         -7.99302500
2330.00         38.00                      phase3         -7.95803300
2330.00         39.00                      phase3         -7.92311800
2330.00         40.00                      phase3         -7.88827800
2330.00         41.00                      phase3         -7.85351200
2330.00         42.00                      phase3         -7.81882100
2330.00         43.00                      phase3         -7.78420200
2330.00         44.00                      phase3         -7.74965600
2330.00         45.00                      phase3         -7.71518200
2330.00         46.00                      phase3         -7.68077800
2330.00         47.00                      phase3         -7.64644500
2330.00         48.00                      phase3         -7.61218100
2330.00         49.00                      phase3         -7.57798600
2330.00         50.00                      phase3         -7.54385900
2330.00         51.00                      phase3         -7.50980000
2330.00         52.00                      phase3         -7.47580900
2330.00         53.00                      phase3         -7.44188300
2330.00         54.00                      phase3         -7.40802300
2330.00         55.00                      phase3         -7.37422700
2330.00         56.00                      phase3         -7.34049700
2330.00         57.00                      phase3         -7.30683000
2330.00         58.00                      phase3         -7.27322700
2330.00         59.00                      phase3         -7.23968600
2330.00         60.00                      phase3         -7.20620800
2330.00         61.00                      phase3         -7.17279100
2330.00         62.00                      phase3         -7.13943600
2330.00         63.00                      phase3         -7.10614100
2330.00         64.00                      phase3         -7.07290600
2330.00         65.00                      phase3         -7.03973100
2330.00         66.00                      phase3         -7.00661500
2330.00         67.00                      phase3         -6.97355800
2330.00         68.00                      phase3         -6.94055900
2330.00         69.00                      phase3         -6.90761800
2330.00         70.00                      phase3         -6.87473400
2330.00         71.00                      phase3         -6.84190700
2330.00         72.00                      phase3         -6.80913600
2330.00         73.00                      phase3         -6.77642100
2330.00         74.00                      phase3         -6.74376200
2330.00         75.00                      phase3         -6.71115800
2330.00         76.00                      phase3         -6.67860800
2330.00         77.00                      phase3         -6.64611300
2330.00         78.00                      phase3         -6.61367100
2330.00         79.00                      phase3         -6.58128300
2330.00         80.00                      phase3         -6.54894800
2330.00         81.00                      phase3         -6.51666600
2330.00         82.00                      phase3         -6.48443600
2330.00         83.00                      phase3         -6.45225700
2330.00         84.00                      phase3         -6.42013000
2330.00         85.00                      phase3         -6.38805500
2330.00         86.00                      phase3         -6.35603000
2330.00         87.00                      phase3         -6.32405600
2330.00         88.00                      phase3         -6.29213200
2330.00         89.00                      phase3         -6.26025800
2330.00         90.00                      phase3         -6.22843300
2330.00         91.00                      phase3         -6.19665700
2330.00         92.00                      phase3         -6.16492900
2330.00         93.00                      phase3         -6.13325100
2330.00         94.00                      phase3         -6.10162000
2330.00         95.00                      phase3         -6.07003700
2330.00         96.00                      phase3         -6.03850200
2330.00         97.00                      phase3         -6.00701300
2330.00         98.00                      phase3         -5.97557200
2330.00         99.00                      phase3         -5.94417700
2330.00        100.00                      phase3         -5.91282800
2340.00          0.00                      phase3         -9.35534000
2340.00          1.00                      phase3         -9.31666000
2340.00          2.00                      phase3         -9.27811100
